teeth,зубы,19
literally,буквально,19
weapons,оружие,19
hopefully,с надеждой,19
tattoo,татуировка,19
llama,лама,19
bathrooms,ванные комнаты,19
garbage,мусор,19
quadrant,квадрант,19
lexis,лексика,19
kobold,кобольд,19
blockquote,цитата,18
gonna,собираюсь,18
splatter,брызги,18
clutch,схватить,18
spray,спрей,18
viewers,зрители,18
areas,области,18
magical,волшебный,18
terrify,пугать,18
rory,Рори,18
ramp,рампа,18
tuskling,дергаться,18
tentacle,щупальце,18
gotta,должен,17
tick,галочка,17
spit,плевать,17
dozens,десятки,17
exit,Выход,17
crunch,хруст,17
constitution,конституция,17
activate,активировать,17
inflict,нанести,17
trailer,трейлер,17
rebecca,Ребекка,17
arrow,стрелка,16
webkit,вебкит,16
manual,руководство,16
color,цвет,16
steam,пар,16
swing,качать,16
hallways,коридоры,16
stumble,спотыкаться,16
smaller,меньше,16
charisma,харизма,16
disgust,отвращение,16
scar,шрам,16
zoom,масштабировать,16
residents,жители,16
slingshot,рогатка,16
shield,щит,16
license,лицензия,15
hyphenate,ставить через дефис,15
jack,Джек,15
bullshit,чушь,15
corporation,корпорация,15
mentally,умственно,15
roar,рев,15
wander,бродить,15
shrug,пожать плечами,15
favorites,избранное,15
flesh,плоть,15
charm,очарование,15
folks,близкие,15
hoarder,накопитель,15
mcgibbons,Макгиббонс,15
krakaren,кракарен,15
llmm,ммм,14
publisher,издатель,14
clothe,одевать,14
assholes,придурки,14
crack,трескаться,14
bitch,сука,14
groan,стон,14
crush,раздавить,14
carve,вырезать,14
nearby,рядом,14
alien,чужак,14
ninth,девятый,14
suck,сосать,14
scramble,карабкаться,14
shriek,визжать,14
trigger,курок,14
tusklings,бивни,14
admin,администратор,14
cheer,радость,13
crab,краб,13
shove,засунуть,13
legendary,легендарный,13
combat,бой,13
meter,метр,13
flip,подбросить,13
faster,Быстрее,13
screech,визг,13
forth,вперед,13
countdown,обратный отсчет,13
shudder,содрогаться,13
patrons,покровители,13
larger,больше,13
gear,механизм,13
biscuits,печенье,13
poke,тыкать,13
sword,меч,13
splash,всплеск,13
explosive,взрывчатый,13
cooldown,остывать,13
scenes,сцены,13
ease,простота,13
troglodyte,троглодит,13
juicer,соковыжималка,13
couch,диван,13
guests,гости,13
piglets,поросята,13
zhang,Чжан,13
matt,матовый,12
dinniman,Динниман,12
bark,лаять,12
ornamental,декоративный,12
variant,вариант,12
piss,ссать,12
glance,взглянуть мельком,12
assign,назначать,12
guilds,гильдии,12
growl,рычать,12
adventurer,авантюрист,12
haven,убежище,12
members,члены,12
jesus,Иисус,12
troll,тролль,12
buff,бафф,12
interface,интерфейс,12
excite,возбуждать,12
thankfully,к счастью,12
gauntlet,перчатка,12
buildings,здания,11
dare,осмелиться,11
dexterity,ловкость,11
lekton,лектон,11
onum,онум,11
frameleft,рамка слева,11
frameright,рамаправая,11
adobe,саман,11
closest,ближайший,11
anymore,больше,11
dude,чувак,11
goddamned,проклятый,11
scatter,разбрасывать,11
shred,кромсать,11
scorch,обжигать,11
glare,блики,11
oddly,как ни странно,11
populate,заселять,11
underneath,под,11
stronger,сильнее,11
bard,бард,11
crown,корона,11
magically,волшебно,11
plummet,падать,11
explosives,взрывчатка,11
closer,ближе,11
hover,зависать,11
lizard,ящерица,11
arena,арена,11
lucia,Люсия,11
taint,пятно,11
empire,империя,11
mukta,мукта,11
gerbil,песчанка,11
braceleft,скобка слева,10
braceright,брекет-право,10
circleleft,круг влево,10
circleright,круг вправо,10
vellum,пергамент,10
auto,авто,10
trail,тащить,10
bore,бурить,10
friends,друзья,10
sniff,нюхать,10
screw,винт,10
idiot,идиот,10
swipe,проведите пальцем по экрану,10
lick,лизать,10
easier,Полегче,10
helmet,шлем,10
squeak,скрипеть,10
rumble,гул,10
besides,кроме,10
notification,уведомление,10
physically,физически,10
metallic,металлический,10
dumb,тупой,10
grin,ухмылка,10
brace,скобка,10
thrash,бить,10
handful,горстка,10
strip,полоска,10
menus,меню,10
resume,резюме,10
reappear,вновь появиться,10
knuckle,сустав,10
ridiculous,нелепый,10
tome,том,10
women,женщины,10
gaze,взгляд,10
scatterers,рассеиватели,10
choices,выбор,10
corridor,коридор,10
clink,звенеть,10
loop,петля,10
killer,убийца,10
workshop,мастерская,10
lorelai,Лорелай,10
tentacles,щупальца,10
skulls,черепа,10
yourselves,себя,10
meadow,луг,10
lark,жаворонок,10
shatter,разбить,10
laminak,ламинак,10
smoothie,смузи,10
dinosaur,динозавр,10
emnp,эмнп,9
jkma,Джкма,9
jrogau,Джрогау,9
leftarrow,стрелка влево,9
uparrow,стрелка вверх,9
downarrow,вниз,9
logo,логотип,9
howl,вой,9
children,дети,9
useless,бесполезный,9
stink,вонять,9
twist,крутить,9
chomp,чавкать,9
swish,взмахнуть,9
peer,вглядеться,9
contraption,изобретение,9
pineapple,ананас,9
ninja,ниндзя,9
crackle,потрескивать,9
louder,громче,9
buzz,гул,9
grumble,ворчать,9
platinum,платина,9
pulse,пульс,9
hotlist,горячий список,9
lighter,легче,9
pierce,пронзить,9
filthy,грязный,9
vomit,рвота,9
glitter,блеск,9
maze,лабиринт,9
lava,лава,9
cockroach,таракан,9
scatterer,рассеиватель,9
cockroaches,тараканы,9
gore,кровь,9
immunity,иммунитет,9
spear,копье,9
bully,терроризировать,9
identical,идентичный,9
monstrosity,чудовищность,9
wheelchair,инвалидная коляска,9
troglodytes,троглодиты,9
redoubt,редут,9
brindled,пестрый,9
yvette,Иветт,9
heap,куча,8
staircase,лестница,8
gasp,задыхаться,8
fonts,шрифты,8
rightarrow,стрелка вправо,8
indent,отступ,8
alignment,выравнивание,8
inline,в соответствии,8
monospace,моноширинный,8
furry,пушистый,8
squeeze,сжимать,8
rack,стойка,8
english,английский,8
utilize,использовать,8
distant,далекий,8
congratulations,поздравления,8
companion,компаньон,8
alley,переулок,8
billow,вздыматься,8
doorway,дверной проем,8
hook,крюк,8
relieve,облегчить,8
momentum,импульс,8
worlds,миры,8
poofed,надутый,8
acid,кислота,8
patron,покровитель,8
hundreds,сотни,8
amongst,среди,8
hunk,красавчик,8
blob,капля,8
backward,назад,8
sizzle,шипеть,8
hammer,молоток,8
llamas,ламы,8
bopca,бопка,8
butterfly,бабочка,8
drip,капать,8
stomp,топать,8
alchemy,алхимия,8
wick,фитиль,8
bonus,бонус,8
kneepads,наколенники,8
knees,колени,8
segment,сегмент,8
naked,голый,8
older,старше,8
chieftain,вождь,8
dodge,уклоняться,8
artery,артерия,8
flicker,мерцать,8
pork,свинина,8
pupa,куколка,8
zombie,зомби,8
clurichaun,Клюрикоун,8
moab,Моав,8
pupae,куколки,8
hornet,шершень,8
ralph,Ральф,8
info,информация,7
attribution,атрибуция,7
asian,азиат,7
dedication,преданность,7
uppercase,верхний регистр,7
blurbs,аннотации,7
instantly,немедленно,7
throttle,дроссель,7
startle,испугать,7
curse,проклинать,7
anticipate,предвидеть,7
unarm,разоружаться,7
fade,тускнеть,7
alleyway,переулок,7
yowl,вой,7
tractor,трактор,7
slaughter,резня,7
bulldozer,бульдозер,7
wield,владеть,7
fists,кулаки,7
horrify,ужасать,7
whirl,вихрь,7
sneak,красться,7
smear,мазать,7
guildmaster,мастер гильдии,7
shaman,шаман,7
clan,клан,7
boiler,котел,7
snatch,вырвать,7
pyramid,пирамида,7
poker,покер,7
christ,Христос,7
gross,валовой,7
nope,неа,7
automatically,автоматически,7
swallow,глотать,7
tier,уровень,7
cudgel,дубина,7
somehow,как-то,7
stun,оглушить,7
negate,отрицать,7
tiara,тиара,7
equip,оборудовать,7
bits,биты,7
gurgle,булькать,7
pitiful,жалкий,7
halls,залы,7
smush,раздавить,7
intact,нетронутый,7
jingle,звон,7
stealth,скрытность,7
devour,пожирать,7
cute,милый,7
peel,чистить,7
upgrade,обновление,7
stab,нанести удар,7
lair,логово,7
puke,блевать,7
gunpowder,порох,7
cocker,кокер,7
invisible,невидимый,7
lightning,молния,7
miles,миль,7
shamanka,шаманка,7
outrage,возмущение,7
clatter,стук,7
hobgoblin,хобгоблин,7
heave,поднимать,7
ping,пинг,7
devices,устройства,7
sapper,сапер,7
desperado,отчаянный,7
blender,блендер,7
stairwells,лестничные клетки,7
wheelchairs,инвалидные коляски,7
practically,практически,7
absurdly,абсурдно,7
ferdinand,Фердинанд,7
hesitantly,нерешительно,7
swine,свинья,7
randall,Рэндалл,7
protective,защитный,7
gravity,гравитация,7
hornets,шершни,7
squawk,визжать,7
mongoliensis,Монгольская,7
facebook,Фейсбук,7
survival,выживание,6
it's,его,6
gcmkjlcv,gcmkjlcv,6
uago,уаго,6
holder,держатель,6
chew,жевать,6
icons,значки,6
endnotes,сноски,6
titlepage,титульный лист,6
contributors,участники,6
interior,интерьер,6
patreon,патреон,6
boxers,боксеры,6
fuzzy,нечеткий,6
tempt,искушать,6
parsons,пасторы,6
precious,драгоценный,6
exploit,эксплуатировать,6
litter,мусор,6
warmth,тепло,6
painfully,болезненно,6
hunks,красавчики,6
riders,всадники,6
ways,пути,6
bang,хлопнуть,6
taller,выше,6
ears,уши,6
bloody,кровавый,6
folder,папка,6
spill,разливать,6
spark,искра,6
lever,рычаг,6
snarl,рычать,6
overwhelm,подавлять,6
peek,заглянуть,6
survivor,выживший,6
adjust,регулировать,6
permanently,навсегда,6
math,математика,6
wisdom,мудрость,6
intergalactic,межгалактический,6
seep,просачиваться,6
vanish,исчезнуть,6
pugilism,кулачный бой,6
damnit,блин,6
enemies,враги,6
imbue,наполнять,6
quadruped,четвероногий,6
bodyguard,телохранитель,6
directions,направления,6
curl,завиток,6
thwump,стук,6
rear,задний,6
lootable,грабимый,6
purr,мурлыкать,6
nest,гнездо,6
protector,защитник,6
vein,вена,6
collar,воротник,6
pounce,внезапно атаковать,6
creep,слизняк,6
slash,косая черта,6
upward,вверх,6
favor,услуга,6
leash,поводок,6
clay,глина,6
mugshots,фотографии,6
sixth,шестой,6
basket,корзина,6
oversized,негабаритный,6
patch,пластырь,6
dissolve,растворяться,6
sidecar,коляска,6
copper,медь,6
lump,кусок,6
afterward,потом,6
dick,хуй,6
detonator,детонатор,6
graphic,графика,6
cots,детские кроватки,6
crupper,круп,6
orcish,оркский,6
workers,рабочие,6
motion,движение,6
naughty,непослушный,6
infest,заражать,6
spiral,спираль,6
walker,ходок,6
beast,зверь,6
knight,рыцарь,6
wrist,запястье,6
shuriken,сюрикен,6
tusk,бивень,6
fortress,крепость,6
holo,голо,6
dread,страх,6
miniature,миниатюра,6
barry,Барри,6
pamphlet,брошюра,6
toast,тост,6
glob,шарик,6
custard,заварной крем,6
trillion,триллион,6
vespas,веспы,6
snick,щелкнуть,6
litrpg,литрпг,5
galaxy,галактика,5
embed,вставлять,5
parenleft,слева в скобках,5
titl,титул,5
bracketleft,скобкалевая,5
bracketright,скобка вправо,5
odds,шансы,5
serif,с засечками,5
verse,стих,5
epigraph,эпиграф,5
systems,системы,5
crocs,крокодилы,5
fucker,Подонок,5
utter,полный,5
materials,материалы,5
reclamation,мелиорация,5
bewilder,сбивать с толку,5
shuffle,перетасовать,5
horn,рог,5
echo,эхо,5
demon,демон,5
assault,атаковать,5
designate,назначать,5
neon,неон,5
junction,перекресток,5
radius,радиус,5
splinter,осколок,5
crumple,мять,5
ache,болеть,5
panic,паника,5
guildhall,ратуша,5
gray,серый,5
bench,лавка,5
vibrate,вибрировать,5
blades,лезвия,5
whip,хлыст,5
buck,доллар,5
exterior,экстерьер,5
tumble,падать,5
options,параметры,5
angel,ангел,5
obsess,одержим,5
shrink,сокращать,5
attribute,атрибут,5
ratings,рейтинги,5
premiere,премьера,5
hairy,волосатый,5
accelerate,ускоряться,5
slot,слот,5
thousands,тысячи,5
unstable,нестабильный,5
critter,тварь,5
toad,жаба,5
nightgaunt,ночной призрак,5
pummel,бить,5
beside,рядом,5
cave,пещера,5
automatic,автоматический,5
hostility,враждебность,5
wearer,владелец,5
regeneration,регенерация,5
stylish,стильный,5
frogger,лягушка,5
boost,способствовать росту,5
sepsis,сепсис,5
fleet,флот,5
sultanate,султанат,5
highest,самый высокий,5
meth,мет,5
cackle,кудахтать,5
saferoom,безопасная комната,5
bulbous,выпуклый,5
chin,подбородок,5
sour,кислый,5
royalty,роялти,5
pillow,подушка,5
brood,выводок,5
lunge,выпад,5
cringe,съеживаться,5
trash,мусор,5
ladies,дамы,5
gentlemen,господа,5
minions,миньоны,5
tattered,оборванный,5
atop,на вершине,5
steadily,стабильно,5
scrabble,царапать,5
dive,нырять,5
scare,пугать,5
bizarre,странный,5
gorilla,горилла,5
upside,перевернутый,5
mace,булава,5
slime,слизь,5
necklace,ожерелье,5
daddy,папочка,5
wipe,вытирать,5
affix,прикреплять,5
tire,шина,5
detonate,взорвать,5
blacken,очернить,5
stickers,наклейки,5
cookies,печенье,5
looter,грабитель,5
gods,боги,5
crossbow,арбалет,5
stain,пятно,5
goats,козы,5
walkers,пешеходы,5
younger,моложе,5
ikea,икеа,5
courtyard,двор,5
waist,талия,5
threes,тройки,5
bashers,нападающие,5
virtuosos,виртуозы,5
slick,скользкий,5
mighty,могучий,5
shrapnel,шрапнель,5
retract,убрать,5
pole,столб,5
cough,кашель,5
puddle,лужа,5
grull,гриль,5
makeup,составить,5
pluck,срывать,5
groove,канавка,5
majesty,величество,5
sensation,ощущение,5
sparkle,сверкать,5
midst,посреди,5
pedicure,педикюр,5
consultant,консультант,5
sway,качаться,5
consultants,консультанты,5
firebomb,зажигательная бомба,5
mexx,Мекс,5
vips,VIP-персоны,5
valtay,Валтай,5
venture,риск,4
https,https,4
rbmj,РБМЖ,4
gcljkmc,gcljkmc,4
http,http,4
redistribute,перераспределять,4
explicit,явный,4
minus,минус,4
parenright,родительское право,4
rectangle,прямоугольник,4
alternate,альтернативный,4
bodymatter,материя тела,4
inherit,наследовать,4
storage,хранилище,4
transformation,трансформация,4
seattle,Сиэтл,4
tech,технология,4
cascade,каскад,4
ribbons,ленты,4
squish,хлюпать,4
cling,цепляться,4
awake,бодрствующий,4
drain,осушать,4
lungs,легкие,4
enforcement,исполнение,4
homeless,бездомный,4
elements,элементы,4
sustain,поддерживать,4
ornate,богато украшенный,4
uneasy,непростой,4
tooltips,всплывающие подсказки,4
haptic,тактильный,4
tingle,покалывать,4
simultaneously,одновременно,4
forehead,лоб,4
tooltip,подсказка,4
shots,выстрелы,4
flee,бежать,4
lichen,лишайник,4
rattle,греметь,4
stance,позиция,4
contemplate,созерцать,4
bald,лысый,4
briefly,кратко,4
combatant,боец,4
fireball,огненный шар,4
fireplace,камин,4
sneeze,чихать,4
complicate,усложнять,4
tile,плитка,4
rocky,скалистый,4
paths,пути,4
whine,ныть,4
smack,хлопать,4
imminent,неизбежный,4
puff,слойка,4
changeling,подменыш,4
seventh,седьмой,4
largest,крупнейший,4
wizard,волшебник,4
npcs,НПС,4
accord,согласие,4
billy,Билли,4
urinate,мочиться,4
millions,миллионы,4
catchphrase,крылатая фраза,4
benefactor,благодетель,4
restrooms,туалеты,4
cameras,камеры,4
stipend,стипендия,4
drill,сверлить,4
refill,пополнить,4
staircases,лестницы,4
encompass,охватывать,4
animals,животные,4
squim,скользить,4
conglomerate,конгломерат,4
unmoving,неподвижный,4
cork,пробка,4
stack,куча,4
hoard,копить,4
fingerless,без пальцев,4
hobble,ковылять,4
forearm,предплечье,4
fanfare,фанфары,4
toothed,зубчатый,4
quiver,колчан,4
bonk,бонк,4
melee,ближний бой,4
jewelry,ювелирные изделия,4
filter,фильтр,4
cabinet,кабинет,4
wildly,дико,4
ominous,зловещий,4
mock,насмехаться,4
randomly,случайно,4
stagger,шататься,4
sack,мешок,4
stench,вонь,4
trek,поход,4
blindly,слепо,4
cautiously,осторожно,4
bastards,ублюдки,4
punt,плоскодонка,4
balloon,воздушный шар,4
regenerate,регенерировать,4
biggest,самый большой,4
colorful,красочный,4
rental,аренда,4
yogurt,йогурт,4
spice,специя,4
bleed,истекать кровью,4
adorable,восхитительный,4
hostile,враждебный,4
highness,Высочество,4
tilt,наклон,4
awaken,пробудиться,4
twos,двойки,4
sweat,пот,4
announcer,диктор,4
versus,против,4
disorient,дезориентировать,4
downward,вниз,4
visible,видимый,4
disappoint,разочаровывать,4
wisp,огонёк,4
duration,продолжительность,4
mist,туман,4
darling,милый,4
reunite,воссоединиться,4
slap,шлепок,4
goodness,доброта,4
spaniel,спаниель,4
jerk,придурок,4
twitch,дергаться,4
rottweilers,ротвейлеры,4
gustavo,Густаво,4
unfortunate,неудачный,4
chug,пыхтеть,4
honey,мед,4
legged,Ногая,4
snot,сопли,4
thumb,большой палец,4
amuse,развлекать,4
proceed,продолжить,4
chunk,кусок,4
curiosity,любопытство,4
cookie,печенье,4
minion,миньон,4
dagger,кинжал,4
recount,пересчитывать,4
warehouse,склад,4
supposedly,предположительно,4
valkyrie,валькирия,4
savagely,дико,4
incendiary,зажигательный,4
nervously,нервно,4
assure,гарантировать,4
blend,смешивать,4
pedal,педаль,4
setup,настраивать,4
endless,бесконечный,4
goat,козел,4
encampment,лагерь,4
blanket,одеяло,4
mistress,любовница,4
tiatha,Тиата,4
patients,пациенты,4
fighter,боец,4
waffle,вафля,4
mute,немой,4
taco,тако,4
quadrants,квадранты,4
harmless,безвредный,4
trajectory,траектория,4
basher,обидчик,4
rider,всадник,4
choke,душить,4
desperately,отчаянно,4
soak,впитывать,4
carnage,резня,4
fake,фальшивый,4
jumper,джемпер,4
compound,сложный,4
fragile,хрупкий,4
awesome,потрясающий,4
grim,мрачный,4
supremacy,превосходство,4
portable,портативный,4
defense,защита,4
ominously,зловеще,4
holler,кричать,4
warriors,воины,4
strap,ремень,4
forcefield,силовое поле,4
unseen,невидимый,4
pantsuit,брючный костюм,4
dubiously,сомнительно,4
stride,шагать,4
midair,в воздухе,4
cock,петух,4
motivations,мотивы,4
toxic,токсичный,4
mechanic,механик,4
patronage,покровительство,4
super,супер,4
foyer,фойе,4
damien,Дэмиен,4
measles,корь,4
octopus,осьминог,4
whoa,эй,4
duck,утка,4
beak,клюв,4
badger,барсук,4
summon,вызывать,4
skid,занос,4
reverse,обеспечить регресс,4
prior,прежний,4
vespa,веспа,4
faction,фракция,4
stories,истории,4
officially,официально,4
piggie,поросенок,4
barn,сарай,4
rodent,грызун,4
humor,юмор,3
sadistic,садистский,3
shed,сбрасывать,3
can't,не мочь,3
benefactors,благотворители,3
zzzzw,ззззв,3
k'ltfia,К'Лтфия,3
hqogpd,hqogpd,3
epdh,эпдх,3
paaaa,паааа,3
ygcmkjlcv,ygcmkjlcv,3
raaaa,ураааа,3
derivative,производная,3
components,компоненты,3
versions,версии,3
amacron,амакрон,3
abreve,сокращать,3
aogonek,аогонек,3
ccircumflex,Циркумфлекс,3
cdotaccent,cdotaccent,3
dcaron,дкарон,3
emacron,эмакрон,3
ebreve,Эбреве,3
edotaccent,Эдотакцент,3
eogonek,эогонек,3
ecaron,экарон,3
gcircumflex,gcircumflex,3
gdotaccent,гдотакцент,3
gcommaaccent,gcommaaccent,3
hcircumflex,хциркумфлекс,3
hbar,Хбар,3
itilde,итильда,3
imacron,имакрон,3
ibreve,ибреве,3
iogonek,иогонек,3
jcircumflex,jcircumflex,3
kcommaaccent,kcommaaccent,3
lacute,лакут,3
lcommaaccent,lcommaaccent,3
lcaron,Икарон,3
nacute,острый,3
ncommaaccent,ncommaaccent,3
ncaron,нкарон,3
omacron,омакрон,3
obreve,обреве,3
ohungarumlaut,охунгарумлаут,3
racute,острый,3
rcommaaccent,rcommaaccent,3
rcaron,ркарон,3
sacute,острый,3
scircumflex,сциркумфлекс,3
tcommaaccent,tcommaaccent,3
tcaron,ткарон,3
tbar,tбар,3
utilde,использовать,3
umacron,умакрон,3
ubreve,убреве,3
uring,торопясь,3
uhungarumlaut,ухунгарумлаут,3
uogonek,уогонек,3
wcircumflex,вциркумфлекс,3
ycircumflex,ycircumflex,3
zacute,закутный,3
zdotaccent,здотакцент,3
aringacute,острый,3
aeacute,острый,3
oslashacute,oslashacute,3
scommaaccent,скоммаакцент,3
wgrave,могила,3
wacute,безводный,3
wdieresis,вдиерезис,3
ygrave,играв,3
thorn,шип,3
furp,мех,3
underline,подчеркнуть,3
implicit,скрытый,3
sans,без,3
mechanical,механический,3
rome,Рим,3
coliseum,Колизей,3
cardboard,картон,3
america,Америка,3
anne,Энн,3
chonk,захлебываться,3
persian,персидский,3
dedicate,посвящать,3
breed,порода,3
beady,бусинка,3
momentarily,на мгновение,3
solars,солнечные батареи,3
seize,захватывать,3
deposit,депозит,3
planetary,планетарный,3
neutral,нейтральный,3
sift,просеять,3
lifetime,продолжительность жизни,3
tenth,десятый,3
parse,анализировать,3
tighter,крепче,3
dose,доза,3
dungeons,подземелья,3
dragons,драконы,3
footfalls,шаги,3
demons,демоны,3
degrees,степени,3
rendition,исполнение,3
owners,владельцы,3
movies,фильмы,3
bound,граница,3
overly,чрезмерно,3
tightly,плотно,3
apparel,одежда,3
blaze,полыхать,3
rust,ржавчина,3
humanoid,гуманоид,3
whir,жужжание,3
intersection,пересечение,3
brass,латунь,3
negotiate,вести переговоры,3
turtle,черепаха,3
aboard,на борту,3
hint,намекать,3
rustle,шелестеть,3
shouldn,должен,3
vest,жилет,3
swoop,налет,3
oval,овал,3
bastard,сволочь,3
amaze,удивлять,3
distract,отвлекать,3
clobber,колотить,3
gauge,измерять,3
breach,нарушение,3
remarkably,замечательно,3
skyfowl,небесная птица,3
eagle,орел,3
evaporate,испаряться,3
frustration,разочарование,3
circumstances,обстоятельства,3
gesture,жест,3
etcetera,и так далее,3
trio,трио,3
temporarily,временно,3
greatly,значительно,3
reel,катушка,3
lottery,лотерея,3
shamble,путаться,3
automate,автоматизировать,3
demeanor,поведение,3
interstellar,межзвездный,3
entities,сущности,3
debuffs,дебаффы,3
universal,универсальный,3
guildhalls,ратуши,3
distinctly,отчетливо,3
seal,тюлень,3
tons,тонны,3
corporations,корпорации,3
centuries,столетия,3
unlimited,неограниченный,3
starve,голодать,3
compel,принуждать,3
yawn,зевать,3
descriptions,описания,3
exceptions,исключения,3
gloves,перчатки,3
antidote,противоядие,3
undamaged,неповрежденный,3
trollskin,тролльская кожа,3
skunk,скунс,3
shaggy,лохматый,3
wiggle,покачиваться,3
badass,задира,3
hood,капюшон,3
anti,анти,3
disburse,выплачивать,3
classify,классифицировать,3
manservant,слуга,3
groom,жених,3
tailor,портной,3
poof,пуф,3
psychopath,психопат,3
thoroughfare,магистраль,3
comic,комикс,3
warily,осторожно,3
deflate,сдувать,3
memories,воспоминания,3
carrier,перевозчик,3
cigarettes,сигареты,3
girls,девушки,3
septic,септик,3
erupt,извергаться,3
injuries,травмы,3
absurd,абсурдный,3
litterbox,туалетный лоток,3
adrenaline,адреналин,3
garner,собирать,3
reckless,безрассудный,3
skirmish,стычка,3
privilege,привилегия,3
windows,окна,3
leaderboard,таблица лидеров,3
flank,фланг,3
mini,мини,3
closet,шкаф,3
scrub,скраб,3
surly,угрюмый,3
accent,акцент,3
waddle,ковылять,3
restoration,восстановление,3
talisman,талисман,3
slate,шифер,3
suspiciously,подозрительно,3
salmon,лосось,3
dice,кости,3
approximation,приближение,3
chilly,холодно,3
nights,ночи,3
literal,буквальный,3
shampoo,шампунь,3
shave,бриться,3
chitter,болтовня,3
guardian,опекун,3
volatile,изменчивый,3
chuck,патрон,3
dumpster,мусорный контейнер,3
pulsate,пульсировать,3
distastefully,неприятно,3
gingerly,осторожно,3
aaaand,иииии,3
pump,насос,3
mugshot,фотография,3
infect,заразить,3
horrific,ужасный,3
nudge,подталкивать,3
yank,дернуть,3
harder,Сильнее,3
drown,тонуть,3
amusement,развлечение,3
satchel,ранец,3
instinctively,инстинктивно,3
spaniels,спаниели,3
vile,мерзкий,3
pussy,киска,3
premier,премьер,3
languages,языки,3
inordinate,непомерный,3
africa,Африка,3
eyeball,глазное яблоко,3
arrows,стрелки,3
rant,разглагольствовать,3
announcements,объявления,3
prematurely,преждевременно,3
distinctive,отличительный,3
grid,сетка,3
neighborhoods,кварталы,3
adjacent,соседний,3
gleam,светиться,3
brandish,размахивать,3
scoop,совок,3
helmets,шлемы,3
dozers,бульдозеры,3
piercings,пирсинг,3
specialize,специализироваться,3
mask,маска,3
funpowder,посыпной порошок,3
grenade,граната,3
insane,безумный,3
surprisingly,удивительно,3
stroke,гладить,3
weld,сваривать,3
handlebars,руль,3
wrench,гаечный ключ,3
